Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created,Actual_Churn,Predicted_Churn
14,8,5.22,8,Laptop,Sci-fi,Oceania,On-Time,Standard,4,37,8189,Yes,1,0,0
2,9,2.33,7,Mobile,Comedy,Oceania,On-Time,Basic,3,59,6572,Yes,2,0,0
55,5,3.94,3,Tablet,Sci-fi,Oceania,On-Time,Premium,4,47,1385,No,1,0,0
59,4,5.02,4,Mobile,Sci-fi,Africa,On-Time,Premium,7,47,9703,No,2,0,0
44,9,4.32,7,Mobile,Comedy,South America,Delayed,Premium,10,67,2197,No,4,0,0
13,7,3.68,9,Laptop,Drama,Asia,Delayed,Basic,10,43,4062,No,1,1,1
33,8,1.83,9,Tablet,Drama,Asia,On-Time,Basic,7,45,4720,Yes,1,0,0
47,8,1.9,8,Mobile,Romance,South America,On-Time,Basic,1,56,4480,Yes,3,0,0
50,9,5.1,9,Mobile,Sci-fi,Europe,On-Time,Standard,3,33,1402,No,3,0,0
2,10,5.67,8,Smart TV,Sci-fi,Africa,Delayed,Basic,1,63,4843,No,1,1,1
27,2,3.37,2,Smart TV,Sci-fi,South America,On-Time,Standard,7,70,2593,No,3,0,0
41,1,3.79,1,Tablet,Drama,Europe,Delayed,Basic,6,62,7413,Yes,1,0,0
55,3,3.47,5,Tablet,Action,North America,On-Time,Basic,7,70,7361,Yes,2,0,0
48,9,2.3,8,Tablet,Romance,North America,On-Time,Premium,7,65,7110,Yes,5,0,0
33,10,2.2,7,Laptop,Sci-fi,Asia,Delayed,Basic,3,57,3244,Yes,5,0,0
12,10,5.42,8,Laptop,Romance,Asia,On-Time,Basic,8,64,1529,No,4,0,0
40,8,1.42,8,Tablet,Drama,Europe,On-Time,Standard,3,40,7360,Yes,4,0,0
19,9,1.17,8,Laptop,Comedy,Asia,Delayed,Basic,1,28,4921,No,1,1,1
57,9,5.72,10,Laptop,Action,Asia,On-Time,Basic,5,54,1456,No,4,0,0
22,8,5.38,7,Laptop,Comedy,North America,On-Time,Premium,6,52,2868,Yes,2,0,0
10,8,1.94,10,Smart TV,Comedy,North America,Delayed,Standard,2,51,8599,No,3,1,1
20,7,2.19,8,Laptop,Comedy,North America,Delayed,Basic,5,31,2980,No,5,1,1
37,3,1.18,4,Tablet,Romance,North America,On-Time,Basic,10,40,4420,Yes,4,0,0
56,9,2.45,7,Laptop,Comedy,South America,Delayed,Standard,10,54,5946,Yes,1,0,0
4,8,3.41,7,Laptop,Comedy,South America,On-Time,Basic,8,30,5660,Yes,3,0,0
30,1,5.37,5,Mobile,Sci-fi,Oceania,On-Time,Standard,4,33,6236,Yes,5,0,0
57,1,3.18,4,Mobile,Comedy,North America,On-Time,Basic,8,40,8439,No,3,0,0
25,8,4.86,10,Tablet,Comedy,South America,On-Time,Premium,2,33,7477,No,3,0,0
15,7,1.4,8,Mobile,Action,Europe,On-Time,Standard,8,39,8602,Yes,4,0,0
30,8,1.57,10,Smart TV,Drama,South America,On-Time,Premium,6,33,1178,Yes,2,0,0
36,5,4.4,6,Smart TV,Romance,South America,On-Time,Standard,8,20,1857,No,1,0,0
32,5,5.58,4,Laptop,Drama,South America,On-Time,Basic,4,29,4887,Yes,1,0,0
5,6,4.06,5,Mobile,Comedy,Europe,Delayed,Basic,5,18,2083,No,4,1,1
48,8,1.21,10,Smart TV,Romance,South America,On-Time,Basic,10,46,1963,No,5,0,0
55,7,2.93,8,Laptop,Sci-fi,North America,Delayed,Basic,0,33,1584,Yes,5,0,0
43,10,1.08,9,Tablet,Comedy,North America,On-Time,Basic,10,59,9127,No,2,0,0
45,8,2.61,9,Smart TV,Romance,Asia,On-Time,Basic,2,34,6217,No,3,0,0
39,9,3.77,8,Tablet,Drama,Europe,Delayed,Basic,7,61,6751,Yes,4,0,0
54,7,2.42,7,Smart TV,Sci-fi,North America,Delayed,Basic,6,50,2959,No,2,0,0
14,8,3.14,9,Smart TV,Sci-fi,Europe,On-Time,Premium,6,51,1538,Yes,1,0,0
59,7,2.1,9,Smart TV,Sci-fi,Asia,On-Time,Basic,5,53,4057,Yes,5,0,0
11,10,3.22,7,Laptop,Sci-fi,Africa,On-Time,Premium,1,36,9251,No,3,0,0
29,7,1.77,10,Smart TV,Comedy,Oceania,On-Time,Basic,8,58,6836,Yes,5,0,0
60,6,5.84,2,Tablet,Drama,Asia,On-Time,Standard,4,68,4734,Yes,3,0,0
33,9,3.39,10,Smart TV,Romance,North America,Delayed,Basic,7,68,8533,Yes,4,0,0
36,10,5.45,9,Tablet,Romance,North America,On-Time,Premium,8,37,8543,Yes,4,0,0
5,2,4.22,1,Laptop,Comedy,Europe,Delayed,Standard,5,34,1787,No,3,1,1
55,7,4.34,10,Mobile,Sci-fi,Oceania,On-Time,Basic,10,27,9746,Yes,4,0,0
18,6,4.71,5,Smart TV,Action,Oceania,On-Time,Premium,4,47,3010,No,2,0,0
24,2,1.12,2,Laptop,Comedy,Africa,On-Time,Standard,7,37,7680,Yes,3,0,0
7,9,5.42,8,Tablet,Comedy,Oceania,On-Time,Basic,0,19,5925,No,1,0,0
4,3,1.97,6,Tablet,Action,South America,On-Time,Basic,7,52,6783,Yes,2,0,0
17,7,1.83,7,Laptop,Romance,North America,Delayed,Premium,6,21,6172,No,5,1,1
6,10,5.77,10,Smart TV,Sci-fi,Africa,On-Time,Premium,8,48,8735,No,1,0,0
29,8,4.12,8,Tablet,Drama,Europe,On-Time,Standard,2,56,7078,Yes,5,0,0
57,8,2.24,7,Mobile,Comedy,Oceania,On-Time,Standard,3,24,3868,Yes,5,0,0
52,9,1.26,10,Tablet,Comedy,Africa,On-Time,Standard,7,40,4337,No,4,0,0
19,10,3.75,9,Mobile,Comedy,North America,On-Time,Premium,3,22,4343,Yes,5,0,0
47,7,5.93,7,Mobile,Action,North America,On-Time,Basic,4,29,8411,Yes,4,0,0
3,7,5.77,8,Mobile,Drama,North America,On-Time,Basic,0,68,7400,No,5,0,0
7,1,2.53,1,Laptop,Comedy,Oceania,Delayed,Basic,3,25,5576,Yes,4,1,1
45,2,3.15,3,Smart TV,Comedy,Asia,On-Time,Basic,10,33,7460,Yes,3,0,0
12,1,1.67,2,Mobile,Comedy,Oceania,On-Time,Basic,2,38,3989,Yes,5,0,0
38,10,5.14,10,Tablet,Sci-fi,Africa,Delayed,Basic,4,43,5481,Yes,1,0,0
19,5,5.8,4,Smart TV,Action,Oceania,On-Time,Basic,8,30,2890,No,4,1,1
57,4,1.54,5,Smart TV,Comedy,Africa,On-Time,Basic,10,19,6782,Yes,3,0,0
50,1,4.97,1,Laptop,Action,Asia,On-Time,Basic,3,31,5004,No,3,0,0
40,7,5.89,7,Smart TV,Comedy,South America,On-Time,Basic,9,44,3343,Yes,3,0,0
49,3,1.74,3,Tablet,Drama,Oceania,On-Time,Premium,2,55,7378,Yes,4,0,0
25,5,4.55,1,Smart TV,Sci-fi,Africa,On-Time,Basic,10,54,1087,Yes,1,0,0
26,10,5.9,8,Smart TV,Drama,South America,On-Time,Standard,6,64,4745,No,5,0,0
57,10,5.92,9,Tablet,Drama,Asia,On-Time,Standard,2,41,9453,No,5,0,0
35,10,2.55,8,Mobile,Comedy,Europe,On-Time,Basic,9,69,7943,Yes,1,0,0
42,2,2.68,3,Smart TV,Comedy,Europe,On-Time,Basic,6,68,1256,Yes,1,0,0
6,10,5.82,8,Mobile,Drama,Europe,On-Time,Premium,1,66,4968,Yes,4,0,0
25,8,2.16,9,Mobile,Romance,Oceania,On-Time,Basic,3,38,6991,No,1,0,0
3,9,1.62,7,Laptop,Drama,Europe,On-Time,Basic,7,38,5660,No,2,0,0
32,8,4.45,7,Mobile,Sci-fi,Africa,On-Time,Basic,9,58,4076,No,5,0,0
11,5,2.61,1,Mobile,Sci-fi,Asia,On-Time,Basic,8,66,3823,No,2,1,1
48,10,3.23,9,Smart TV,Sci-fi,Oceania,On-Time,Premium,8,36,3507,Yes,4,0,0
18,7,4.94,7,Laptop,Romance,Africa,Delayed,Standard,0,60,2363,No,2,1,1
22,3,1.85,6,Laptop,Romance,Africa,On-Time,Basic,4,47,6710,Yes,1,0,0
41,8,5.11,8,Tablet,Romance,South America,On-Time,Basic,4,50,2012,No,3,0,0
12,7,1.92,7,Laptop,Drama,Europe,On-Time,Standard,3,34,6303,Yes,1,0,0
43,7,5.18,7,Laptop,Drama,Asia,On-Time,Premium,5,68,5462,Yes,1,0,0
29,6,3.12,1,Tablet,Action,South America,On-Time,Standard,8,28,6053,Yes,1,0,0
49,6,1.92,4,Tablet,Sci-fi,North America,On-Time,Premium,3,18,1919,Yes,1,0,0
46,2,2.63,1,Smart TV,Comedy,Oceania,Delayed,Premium,0,31,1291,Yes,5,0,0
24,9,4.27,7,Smart TV,Comedy,North America,On-Time,Basic,4,28,6635,Yes,1,0,0
32,8,4.32,9,Smart TV,Action,Europe,On-Time,Premium,10,30,1558,Yes,5,0,0
25,10,5.21,10,Laptop,Romance,Europe,Delayed,Standard,9,40,9520,Yes,4,0,0
11,3,4.63,3,Laptop,Sci-fi,Oceania,On-Time,Premium,5,44,5036,Yes,5,0,0
27,8,1.44,10,Laptop,Sci-fi,North America,On-Time,Standard,8,29,6101,Yes,1,0,0
21,10,2.03,9,Smart TV,Comedy,South America,On-Time,Standard,7,38,2167,No,4,0,0
39,6,5.47,5,Smart TV,Action,Africa,On-Time,Basic,0,66,6656,Yes,4,0,0
46,6,4.94,1,Mobile,Action,North America,Delayed,Basic,6,62,2623,No,1,0,0
46,1,4.39,4,Laptop,Sci-fi,North America,Delayed,Premium,5,56,9981,Yes,4,0,0
9,7,2.93,9,Tablet,Romance,South America,On-Time,Basic,10,47,1469,Yes,5,0,0
32,1,4.72,6,Smart TV,Drama,North America,On-Time,Standard,9,46,5674,No,2,0,0
10,8,4.13,7,Laptop,Drama,Africa,On-Time,Basic,6,58,8960,Yes,4,0,0
39,3,2.74,6,Tablet,Comedy,Africa,On-Time,Basic,7,27,6038,Yes,4,0,0
10,6,2.26,4,Laptop,Action,Oceania,On-Time,Basic,6,59,2374,Yes,1,0,0
43,9,1.38,10,Smart TV,Drama,Europe,On-Time,Basic,4,30,8169,No,5,0,0
25,8,5.98,8,Tablet,Drama,South America,Delayed,Standard,2,65,3398,Yes,4,0,0
12,7,1.6,8,Laptop,Comedy,North America,On-Time,Basic,3,46,7938,Yes,3,0,0
21,9,4.98,7,Mobile,Action,North America,On-Time,Standard,10,62,3322,Yes,4,0,0
6,10,2.08,8,Tablet,Comedy,South America,On-Time,Basic,10,24,5889,No,4,0,0
58,2,5.46,1,Tablet,Drama,Africa,On-Time,Premium,6,54,9588,No,4,0,0
51,5,4.18,2,Laptop,Action,Oceania,On-Time,Basic,10,55,1835,Yes,4,0,0
26,9,2.52,8,Laptop,Romance,Africa,On-Time,Basic,1,20,1970,Yes,1,0,0
50,3,3.84,5,Tablet,Drama,South America,Delayed,Basic,8,18,9134,Yes,1,0,0
59,9,4.4,8,Mobile,Romance,Oceania,On-Time,Basic,9,32,4138,Yes,2,0,0
55,10,1.66,9,Mobile,Sci-fi,South America,Delayed,Standard,7,59,4174,Yes,1,0,0
21,7,2.43,7,Laptop,Sci-fi,Africa,Delayed,Premium,10,24,4786,No,4,1,1
13,10,1.4,10,Smart TV,Action,North America,On-Time,Premium,4,46,1963,Yes,5,0,0
4,7,4.59,10,Tablet,Romance,South America,On-Time,Basic,9,35,8638,Yes,5,0,0
50,3,3.44,3,Tablet,Romance,Europe,On-Time,Standard,2,41,7037,Yes,3,0,0
11,9,3.7,8,Mobile,Action,North America,On-Time,Standard,0,59,5225,Yes,4,0,0
8,4,5.02,4,Mobile,Action,Africa,On-Time,Basic,4,65,4783,Yes,3,0,0
10,7,3.16,10,Mobile,Drama,North America,Delayed,Basic,10,59,1929,Yes,4,1,1
42,10,4.28,8,Mobile,Sci-fi,Asia,On-Time,Premium,4,34,9215,Yes,5,0,0
58,8,1.69,8,Smart TV,Drama,North America,On-Time,Basic,5,46,3971,No,1,0,0
10,4,3.04,1,Smart TV,Drama,North America,On-Time,Basic,9,54,1524,Yes,5,0,0
36,9,5.25,7,Mobile,Sci-fi,North America,On-Time,Basic,6,32,7245,Yes,1,0,0
46,7,3.94,10,Smart TV,Comedy,Oceania,On-Time,Standard,5,57,3476,No,1,0,0
21,7,2.02,10,Mobile,Romance,Asia,On-Time,Basic,0,18,3129,Yes,2,0,0
18,9,5.05,10,Laptop,Comedy,Asia,Delayed,Basic,0,22,8686,Yes,4,1,1
55,9,3.1,7,Mobile,Romance,South America,On-Time,Basic,8,52,3541,No,3,0,0
56,9,4.77,10,Laptop,Action,South America,On-Time,Basic,7,19,5750,Yes,2,0,0
10,1,3.72,6,Mobile,Drama,Asia,On-Time,Basic,8,22,5733,Yes,3,0,0
39,10,4.82,9,Mobile,Drama,Africa,On-Time,Basic,6,62,1341,No,1,0,0
35,8,5.73,8,Mobile,Romance,Europe,On-Time,Basic,7,47,8663,Yes,4,0,0
20,4,3.45,3,Laptop,Comedy,Europe,On-Time,Premium,5,63,7236,No,3,0,0
35,10,3.96,10,Laptop,Drama,Oceania,On-Time,Standard,6,62,9332,No,1,0,0
45,8,3.8,10,Tablet,Comedy,Oceania,On-Time,Basic,0,21,8295,No,3,0,0
25,10,1.6,10,Smart TV,Comedy,Oceania,On-Time,Basic,3,65,1440,Yes,5,0,0
32,8,2.3,9,Laptop,Comedy,Africa,On-Time,Basic,6,27,5592,Yes,5,0,0
27,7,5.14,8,Mobile,Romance,Oceania,On-Time,Premium,0,22,3853,No,1,0,0
49,7,5.28,8,Laptop,Sci-fi,Oceania,On-Time,Standard,4,66,1491,Yes,1,0,0
23,7,3.57,7,Tablet,Romance,Asia,On-Time,Basic,10,36,4783,Yes,5,0,0
34,1,3.93,4,Smart TV,Comedy,Europe,On-Time,Basic,2,28,5481,No,1,0,0
38,6,1.73,2,Tablet,Romance,Asia,On-Time,Basic,6,45,6161,No,3,0,0
43,4,4.96,6,Tablet,Action,North America,On-Time,Basic,10,21,8786,Yes,4,0,0
29,3,3.59,4,Laptop,Sci-fi,North America,On-Time,Premium,1,58,2920,Yes,4,0,0
8,8,2.94,9,Laptop,Drama,South America,On-Time,Standard,3,52,3382,Yes,2,0,0
15,7,5.13,9,Laptop,Romance,North America,On-Time,Premium,9,35,3610,Yes,4,0,0
41,9,1.34,10,Mobile,Romance,Africa,On-Time,Premium,0,41,7331,Yes,2,0,0
39,8,1.03,10,Tablet,Romance,North America,On-Time,Basic,8,60,1454,Yes,4,0,0
13,3,4.47,1,Laptop,Action,South America,Delayed,Standard,3,33,7220,Yes,1,1,1
24,7,4.13,8,Tablet,Sci-fi,Europe,On-Time,Standard,3,62,5801,Yes,3,0,0
7,8,5.46,8,Laptop,Action,South America,On-Time,Basic,1,54,7132,Yes,4,0,0
24,9,5.07,8,Smart TV,Sci-fi,Oceania,On-Time,Premium,0,26,3261,Yes,5,0,0
9,7,2.2,8,Tablet,Sci-fi,Asia,On-Time,Basic,2,46,1407,No,2,0,0
28,9,4.29,9,Tablet,Sci-fi,Africa,On-Time,Basic,1,49,1944,No,5,0,0
32,1,5.33,5,Tablet,Comedy,North America,On-Time,Basic,6,47,5729,No,2,0,0
16,4,4.26,1,Laptop,Sci-fi,South America,On-Time,Basic,2,43,3566,Yes,2,0,0
2,9,3.64,10,Tablet,Drama,Asia,On-Time,Premium,2,46,6262,No,3,0,0
51,5,3.93,2,Smart TV,Action,South America,On-Time,Premium,4,28,8857,Yes,2,0,0
3,8,5.28,8,Mobile,Action,Oceania,Delayed,Standard,0,69,7001,No,5,1,1
2,5,1.36,4,Smart TV,Action,South America,On-Time,Premium,7,28,3149,Yes,3,0,0
5,10,3.37,8,Tablet,Drama,Europe,On-Time,Basic,5,46,4656,Yes,5,0,0
55,5,4.99,3,Tablet,Romance,Asia,On-Time,Premium,8,33,3403,No,3,0,0
26,10,2.93,10,Mobile,Sci-fi,Europe,On-Time,Premium,0,53,6405,No,3,0,0
10,10,1.69,10,Tablet,Comedy,Europe,On-Time,Standard,7,46,1908,No,3,0,0
14,9,3.04,8,Smart TV,Romance,Oceania,On-Time,Basic,7,62,7954,Yes,3,0,0
5,10,3.68,9,Smart TV,Action,Europe,Delayed,Standard,9,24,4886,Yes,1,1,1
17,9,4.05,7,Tablet,Drama,Oceania,On-Time,Premium,1,44,9050,Yes,3,0,0
54,9,5.84,8,Mobile,Romance,South America,On-Time,Basic,6,66,7727,No,2,0,0
5,2,1.59,6,Laptop,Sci-fi,North America,On-Time,Standard,9,63,2594,Yes,2,0,0
58,3,1.88,1,Smart TV,Drama,Europe,On-Time,Premium,6,21,7050,Yes,5,0,0
18,4,3.56,5,Mobile,Action,Asia,On-Time,Basic,6,27,7464,Yes,4,0,0
39,2,5.26,6,Laptop,Comedy,Europe,On-Time,Premium,10,42,6477,Yes,3,0,0
37,9,3.31,9,Mobile,Action,Asia,Delayed,Basic,4,25,8930,No,2,0,0
22,7,3.88,10,Tablet,Sci-fi,Asia,On-Time,Standard,9,24,9689,No,2,0,0
20,9,5.94,7,Laptop,Action,Oceania,On-Time,Basic,3,53,8675,Yes,1,0,0
58,7,5.12,7,Mobile,Romance,South America,On-Time,Standard,4,69,9580,Yes,4,0,0
57,1,4.38,4,Smart TV,Romance,South America,On-Time,Basic,6,68,5037,Yes,1,0,0
22,7,3.22,10,Laptop,Comedy,North America,On-Time,Standard,8,66,2073,Yes,1,0,0
58,4,5.44,6,Smart TV,Drama,North America,On-Time,Basic,6,49,6510,No,3,0,0
48,6,1.37,2,Laptop,Sci-fi,Asia,On-Time,Basic,0,47,3657,Yes,2,0,0
1,6,1.37,1,Laptop,Drama,North America,On-Time,Premium,2,68,2760,Yes,3,0,0
46,7,4.86,8,Mobile,Drama,Asia,On-Time,Basic,0,62,3848,Yes,1,0,0
3,8,2.0,9,Smart TV,Comedy,North America,On-Time,Standard,5,65,4116,Yes,5,0,0
59,5,5.65,6,Tablet,Comedy,Oceania,On-Time,Premium,1,60,6835,Yes,2,0,0
35,10,4.79,8,Laptop,Action,Africa,On-Time,Basic,3,28,9173,No,1,0,0
39,4,4.32,3,Smart TV,Comedy,South America,On-Time,Standard,9,58,8085,Yes,2,0,0
38,9,5.13,7,Tablet,Action,Asia,On-Time,Basic,5,44,6599,No,1,0,0
58,2,3.82,4,Mobile,Action,Asia,On-Time,Basic,4,58,5859,Yes,1,0,0
28,3,1.07,3,Tablet,Action,Europe,Delayed,Premium,3,48,9802,Yes,1,0,0
36,8,5.05,7,Tablet,Action,South America,Delayed,Premium,10,54,3563,No,1,0,0
41,10,5.33,8,Tablet,Drama,Asia,On-Time,Basic,5,25,6822,No,4,0,0
28,7,2.49,10,Smart TV,Action,Africa,On-Time,Standard,3,27,7115,No,2,0,0
5,7,5.42,7,Mobile,Comedy,Europe,On-Time,Standard,2,65,9953,Yes,4,0,0
35,2,4.29,3,Tablet,Romance,Asia,Delayed,Premium,1,64,5486,Yes,3,0,0
47,5,2.7,3,Tablet,Action,North America,On-Time,Standard,5,70,8505,Yes,1,0,0
27,4,5.1,3,Tablet,Action,Oceania,Delayed,Basic,4,49,7474,No,3,0,0
18,7,2.19,8,Laptop,Action,Africa,On-Time,Basic,7,52,8207,Yes,2,0,0
43,10,5.25,9,Tablet,Drama,South America,Delayed,Basic,10,63,9516,No,5,0,0
44,9,1.09,9,Tablet,Romance,Asia,On-Time,Standard,4,67,5070,Yes,4,0,0
39,9,5.38,8,Mobile,Drama,Europe,On-Time,Premium,3,20,6107,Yes,1,0,0
36,4,4.45,2,Laptop,Comedy,Asia,On-Time,Standard,0,58,5061,No,5,0,0
20,10,1.95,10,Mobile,Comedy,North America,On-Time,Basic,7,28,9489,Yes,2,0,0
26,6,4.64,1,Smart TV,Comedy,North America,On-Time,Basic,5,50,8880,No,3,0,0
27,8,4.69,7,Tablet,Action,North America,Delayed,Basic,9,64,8881,Yes,2,0,0
36,2,1.04,3,Smart TV,Sci-fi,South America,On-Time,Standard,9,70,2877,No,1,0,0
26,10,1.03,7,Smart TV,Action,South America,On-Time,Basic,4,35,2888,No,4,0,0
41,3,1.96,4,Mobile,Drama,South America,On-Time,Standard,9,59,3304,Yes,2,0,0
8,9,5.5,10,Tablet,Comedy,South America,On-Time,Basic,5,62,1432,No,3,0,0
23,7,2.2,7,Smart TV,Action,Oceania,On-Time,Premium,4,28,7251,Yes,2,0,0
30,3,1.4,6,Smart TV,Sci-fi,North America,On-Time,Basic,2,55,6199,Yes,1,0,0
8,5,1.65,5,Laptop,Romance,Oceania,Delayed,Basic,3,61,2547,Yes,2,1,1
45,7,4.29,7,Laptop,Action,North America,On-Time,Premium,7,67,4151,Yes,3,0,0
5,9,4.05,7,Tablet,Comedy,Africa,Delayed,Basic,8,21,7970,Yes,5,1,1
32,6,5.49,4,Mobile,Romance,South America,On-Time,Standard,1,32,6511,No,5,0,0
21,10,2.79,7,Smart TV,Comedy,North America,On-Time,Basic,3,61,7135,Yes,3,0,0
14,8,2.08,8,Laptop,Sci-fi,Asia,Delayed,Basic,4,32,6971,Yes,5,1,1
43,10,5.71,7,Laptop,Romance,Africa,On-Time,Premium,4,34,5583,Yes,4,0,0
29,7,5.66,7,Laptop,Action,Europe,On-Time,Basic,6,21,1240,No,5,0,0
42,6,2.7,6,Smart TV,Romance,South America,On-Time,Basic,5,62,4023,Yes,5,0,0
27,5,3.88,6,Mobile,Action,Europe,On-Time,Standard,1,31,9337,No,5,0,0
47,9,2.31,7,Smart TV,Drama,Asia,On-Time,Standard,5,30,2472,Yes,5,0,0
23,9,1.68,10,Smart TV,Comedy,Europe,On-Time,Basic,9,59,4459,Yes,4,0,0
19,8,4.91,10,Mobile,Romance,Oceania,On-Time,Premium,2,30,3004,No,1,0,0
25,10,2.27,7,Tablet,Comedy,Asia,On-Time,Basic,5,28,1218,Yes,2,0,0
42,2,5.06,4,Mobile,Action,Africa,Delayed,Basic,7,44,3203,Yes,5,0,0
51,8,2.48,7,Smart TV,Sci-fi,Europe,On-Time,Premium,3,35,8633,No,1,0,0
45,7,3.94,10,Tablet,Comedy,North America,On-Time,Standard,6,28,3821,Yes,4,0,0
50,10,3.4,8,Tablet,Comedy,Africa,On-Time,Basic,10,49,9630,No,1,0,0
18,1,2.28,4,Tablet,Comedy,North America,On-Time,Basic,5,21,6501,Yes,2,0,0
50,7,4.67,10,Smart TV,Action,North America,Delayed,Premium,0,70,2517,Yes,1,0,0
5,7,3.18,7,Laptop,Drama,Asia,On-Time,Basic,1,30,5267,No,4,0,0
26,10,3.65,9,Laptop,Sci-fi,Europe,On-Time,Standard,2,45,2274,Yes,4,0,0
4,10,5.04,8,Laptop,Drama,Oceania,On-Time,Standard,9,62,4650,Yes,4,0,0
35,2,5.47,3,Mobile,Comedy,North America,On-Time,Standard,0,60,1340,Yes,5,0,0
13,7,1.94,8,Smart TV,Sci-fi,North America,On-Time,Standard,4,55,9841,Yes,2,0,0
7,7,3.7,10,Laptop,Drama,Oceania,On-Time,Basic,9,40,8678,Yes,3,0,0
37,8,1.44,8,Laptop,Sci-fi,Africa,On-Time,Standard,3,29,4668,Yes,5,0,0
19,6,2.24,3,Tablet,Action,Africa,On-Time,Basic,9,70,4622,No,4,1,1
46,8,1.78,7,Smart TV,Romance,Africa,On-Time,Premium,0,47,8764,Yes,3,0,0
47,7,5.24,7,Mobile,Romance,South America,On-Time,Standard,3,22,5113,Yes,1,0,0
40,10,4.32,10,Smart TV,Comedy,Asia,On-Time,Basic,9,52,1117,No,1,0,0
31,6,2.22,3,Smart TV,Sci-fi,Africa,Delayed,Basic,6,53,2658,No,3,0,0
2,7,2.21,10,Laptop,Romance,North America,On-Time,Basic,4,63,1567,Yes,3,0,0
34,10,4.9,10,Mobile,Drama,Africa,On-Time,Basic,6,56,9177,Yes,2,0,0
43,10,3.44,7,Mobile,Drama,Asia,On-Time,Standard,0,67,9943,No,4,0,0
29,4,1.48,2,Mobile,Drama,North America,On-Time,Basic,0,61,8927,Yes,3,0,0
14,9,4.77,8,Laptop,Action,North America,Delayed,Premium,6,53,3202,Yes,2,1,1
56,10,2.35,7,Laptop,Sci-fi,Africa,Delayed,Basic,6,26,2627,Yes,4,0,0
41,7,3.55,9,Laptop,Comedy,Europe,On-Time,Premium,3,44,2125,No,1,0,0
16,8,1.44,7,Laptop,Action,Asia,On-Time,Premium,1,65,3494,Yes,4,0,0
22,9,5.1,7,Mobile,Romance,Asia,On-Time,Standard,8,22,1811,Yes,5,0,0
11,9,1.44,8,Smart TV,Comedy,Oceania,On-Time,Premium,3,64,2371,Yes,1,0,0
27,2,4.29,2,Mobile,Action,Oceania,On-Time,Basic,10,18,8053,Yes,1,0,0
53,9,2.5,7,Mobile,Sci-fi,Asia,On-Time,Standard,9,59,2334,Yes,2,0,0
35,8,5.42,7,Laptop,Action,Asia,On-Time,Basic,4,19,4855,No,5,0,0
38,9,4.23,10,Mobile,Comedy,South America,On-Time,Basic,4,38,2777,No,4,0,0
59,8,1.06,8,Smart TV,Action,Oceania,On-Time,Standard,9,42,2235,Yes,3,0,0
10,9,4.26,7,Smart TV,Comedy,Africa,On-Time,Basic,2,55,1251,No,4,0,0
31,4,2.15,4,Tablet,Sci-fi,Europe,On-Time,Standard,1,34,6402,Yes,1,0,0
17,7,2.72,9,Mobile,Sci-fi,Oceania,On-Time,Standard,0,60,2792,No,4,0,0
12,8,4.49,9,Smart TV,Comedy,North America,Delayed,Standard,7,66,3966,No,2,1,1
16,9,5.3,8,Laptop,Action,Africa,On-Time,Premium,10,22,4691,Yes,5,0,0
18,7,5.5,7,Smart TV,Action,North America,On-Time,Standard,4,68,9764,Yes,2,0,0
31,10,5.53,7,Smart TV,Sci-fi,Africa,On-Time,Basic,3,29,7472,Yes,4,0,0
48,10,4.49,9,Mobile,Romance,North America,On-Time,Premium,3,46,6086,No,4,0,0
43,10,2.95,8,Tablet,Romance,North America,Delayed,Premium,10,23,8948,Yes,3,0,0
9,7,5.04,7,Smart TV,Drama,Africa,On-Time,Standard,5,39,9815,Yes,2,0,0
14,7,1.72,7,Laptop,Drama,Asia,On-Time,Standard,6,30,2949,Yes,3,0,0
20,10,3.12,10,Smart TV,Comedy,Oceania,Delayed,Premium,0,53,5070,Yes,3,1,1
40,10,2.91,10,Smart TV,Comedy,Oceania,On-Time,Standard,4,57,3633,No,1,0,0
35,6,5.59,2,Smart TV,Action,Africa,On-Time,Basic,10,27,1468,No,5,0,0
18,1,3.37,6,Smart TV,Sci-fi,Africa,On-Time,Premium,0,63,5071,Yes,4,0,0
42,9,3.28,8,Laptop,Drama,Asia,On-Time,Standard,2,42,7008,Yes,5,0,0
41,8,1.25,7,Tablet,Drama,Oceania,On-Time,Standard,10,28,4290,Yes,3,0,0
7,7,3.76,8,Mobile,Comedy,Africa,On-Time,Basic,8,68,9363,No,1,0,0
14,10,3.73,8,Mobile,Comedy,South America,On-Time,Premium,9,37,9496,No,3,0,0
43,3,1.36,4,Mobile,Sci-fi,Asia,On-Time,Premium,5,57,8021,No,1,0,0
46,2,4.26,6,Smart TV,Drama,Asia,On-Time,Basic,9,23,3119,Yes,3,0,0
4,1,4.87,3,Mobile,Action,Asia,On-Time,Standard,2,66,6382,Yes,3,0,0
30,8,4.44,7,Mobile,Comedy,Europe,On-Time,Standard,7,46,6342,Yes,1,0,0
24,3,1.26,6,Mobile,Comedy,Europe,On-Time,Premium,8,59,5674,Yes,4,0,0
28,1,1.36,2,Smart TV,Drama,Africa,Delayed,Basic,10,55,8834,No,4,0,0
